"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"mSp_rep7_171",0.00375478432443099,0,0.00347412339762775,1.88200525322304e-06,0.00172417951307854,0.000312697338299071,0,0.00446836925180034,0.000616154041874113,0,0,0.000611848802967507,0,0,0,0,0.000746595294992879,0.00148426559419348,0,0.024329020151472,2.8999356769031e-05,0.000376058160476035,0,0,0.00170075560594494,0.00209432407458189,0.00146595018408763,0.00177260482372394,0,0.0020540685043645
"mSp_rep7_202",0,0,0,0.00850011328489029,0.00152727359597413,1.0660199511497e-05,0.00155485853871598,0.00462025327103953,4.05481304291471e-06,0,0.000496723499076171,0,0,0,0,0,0.00220615578503893,0.00263329494448698,0,0.00225737936000637,0.0213615639279921,0,0,6.69862296982448e-05,0,0,0.00257086844194564,0,1.58991453048839e-05,0
"mSp_rep7_099",0,0,0,0.000425658000243759,0,1.11409632744538e-05,0.00301800934193801,5.54581834612682e-06,0.00543784162964306,0.000448300611349785,0,0,0,0,0,0,0.0174724276155074,0.00151416153383538,0,0.000428491310231658,0,0.00033960066308511,0.00168004458031056,0,0,0.00289218921010645,0.00201888429031529,0,0,0
"mSp_rep7_003",0.0132640940427909,0,0,0.00136410689587033,0,2.27654563752724e-05,0.000301797287237674,0.000471622957398667,0.00760417707911769,0,0,0,0,0,0,0,0.0125134317481848,0.0010656452804903,0.000287971571878766,0.00284546717143943,0,0,0,7.24445357187132e-05,0,0.000367549667953797,0,0.000107711069947572,0.00112320450381693,0
"mSp_rep7_066",0.00166514871311413,0,0.00133636733051052,0,0.0017406964040613,1.0350283772057e-06,0.00220108083447245,0.00808178493315104,0.00801336858081088,0.00106648367637962,0,0,0,0,0,0,1.58034513526543e-05,0.0146407063314724,0,0.00853121371413772,0,0.000736633308182197,0,0.000460217529216327,0,0,0,0,0,0
"mSp_rep7_316",0,0,0,0.0151406958747676,0,1.0660199511497e-05,0.00382376208434952,0.00127648924079483,4.05481304291471e-06,0,0,0,0,0,0,0.000924592389307276,7.00689064362572e-05,0.00294717296806193,0.00139332397270309,0.0130160701643431,0.0126360872277069,0,0,0,0,0,0.00316279625838623,0.00160552893620474,1.58991453048839e-05,0.00159732629196943
"mSp_rep7_133",0.00397296101802608,0,0,0.0126086941105449,0,0.00522386148601215,0,0.00210099852152565,0.00973374727335968,0,0,0.0171893362499467,0,0,0,0,0.00597279583118681,0.00922109088480422,0,0.00552274111077525,0,0,0,0.00073396367149582,0,0,0,0,0.000492075282062465,0.000843664280326524
"mSp_rep7_121",0.00708027286314757,0,0,0,0,0,0.00166645838883054,0,0.0108930884705813,0.00232964640458864,0,0,0,0,0,0,0.0104466829622519,4.91297453049032e-05,0,0.001256276496002,0.000268680784863967,0,0.000171456305538213,0.000468071214903298,0,0.00583383201039304,0,0,0,0
"mSp_rep7_233",0,0,0.00166819558271346,0.0237901136592979,0.0442454175856453,0,0,0,0.00274194133577764,0.00302783056467316,0.000705207613426323,0,0,0,0,0,0.000106371739155839,0,0,0.00326318920494237,0.000464291019081313,0.000155805177944577,0,0,0,0,0,0.00266722637720684,4.30407539737935e-06,0
"mSp_rep7_021",0,0,0.000911095823339972,0.0168940168785233,0.0260899777739761,0.000733432979330731,0,0.00285491336230784,4.54965763726052e-05,0.000441980009321535,0.0014482644071591,0,0,0,0,0.000415476548141788,0,0,0,0.00830881487235533,0,0.000155805177944577,0,4.73461398021884e-06,0,0,8.71460301356344e-05,0,4.30407539737935e-06,0.00397710594756431
"mSp_rep7_183",0.00324694903303241,0.00022397145916518,0,0.00225107915088745,3.41245377966494e-05,1.20187126020603e-05,5.57792266217456e-06,0.000554993287100087,0.0231627806121161,0,0.000720829810982629,0,0,0,0,0,0.000811700256541869,0.0165253909323215,0,0,0,0,0,0.000246859794522227,0,0,0,0,0,0
"mSp_rep7_369",0.0015741479379174,0,0.00127014240860338,1.88200525322304e-06,0,0,0,0,0.00316573469182452,0,0,0.000506547386019096,0,0,0.000596236812359775,0,0.00800361577025401,0.0113111843058578,0,0.0184655500923005,2.8999356769031e-05,0,0,0,0.0022093493010161,0,0.00187494762057766,0,0,8.94142515015718e-05
"mSp_rep7_269",0.00254016168514677,0,0,0,0.000194304272219849,0.0018849303266052,5.57792266217456e-06,0,0.0140429677539263,0,0,0.00020839947355374,0,0,0,0.00422384615023664,0.000811700256541869,0.00240473698731086,0.00166584504624767,0.0147872528928496,0,0,0,0.000509681729143126,0.00457705874847708,0,0.000266466256771919,0.0034412195623725,0,0
"mSp_rep7_165",0.00341966018171148,0.0016335734916147,0,1.88200525322304e-06,0,0,0,0.000567198512734514,0.00338111867703926,7.66941804855026e-05,0,0.000601299896702516,0.00227999675582195,0,0.00159457704578564,0,0.000746595294992879,0.00902782445434036,0,0.0357958405189052,2.8999356769031e-05,0,0.00158259914176386,0,0,0,0.00201649021058424,0.00123906955960033,0,0.00267053404523881
"mSp_rep7_210",0.000633307586363319,9.72758158766547e-06,0,1.88200525322304e-06,0.00106032171707634,0.000501296974054466,0,0.000674691115587542,0.000616154041874113,0.000739759968869436,0,0,0.000429784609024881,0,0,0.00224584517005922,0.00671095928042222,0.00148426559419348,0.000532106623901114,0.0288019039399413,2.8999356769031e-05,0,0,0,0,0.0013754693758822,0,0,0,0
"mSp_rep7_120",0.00286208698085674,0,0,0.00143697383488564,0.000825653975008759,0.00118035775620115,0,0,0.000616154041874113,0,0,0,0.000418507409225982,0,0,0,0.000746595294992879,0.00778150841548744,0,0.0423090940487662,0.000769420825800139,0.00013950230334136,0,0,0.00151545838312592,0,0,0,0,0
"mSp_rep7_153",0,0,0.00118367461929221,1.88200525322304e-06,0,0,0.00194950557270912,0.0011591684981648,0.00443519421060425,0.00038206651419751,0.00072454071402866,0,0.000344504468785984,0.00151455898212254,0,0.000462149281884812,0.000746595294992879,0.00148426559419348,0.000360536212294001,0.0299553917424456,0.00233167050528712,0,0,0,0,0.00059719148703912,0,0,0,0.00024288838174137
"mSp_rep7_170",0,0.0014126225299293,0,0.000848908167711853,0,1.11409632744538e-05,0,0.00198388585459078,0.00947876856195592,0,0,0,0,0.00200298301490473,0.00035755886552773,0,0.0105755204985684,0.00453524535215992,0,0.00232802146812726,0,0,0,0,0,0.000765786182628559,0,0,0,0.005673224029642
"mSp_rep7_335",0,0,0.00277922581333319,0.019657132003289,0.00601728657654961,7.076060779185e-06,0,0,0,0.000786286966857954,0,0,0,0,0.000764346654823231,0,0.00117889312242734,0.00141880734037947,0.00150777656747853,2.41861893896444e-05,0,0,0,0.000997937722807084,0,0,9.65880171269194e-05,0.00267671210624889,2.72643553177132e-06,0.00557454390413786
