"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"mSp_rep7_084",0,0.000240706652193934,0.000349278245589765,0.000980638595579924,0.00457588395408594,0.00122676740850203,0.0356036007219049,0,0,0.00310626299281467,0,0.00362248208025708,0.00252679658515667,0.00121199748431117,0.00116151230095593,0.00419116545592668,0.00276471709521016,0.00320597817394312,0.0501289974563081,0,0.00215197088465519,0,0,0.0142368171530822,0.00135848237118704,0,0.0070337001295901,0.0179546933351974,0,0.00143840973861547
"mSp_rep7_044",0.00603918743099002,0.00454392563086015,0.000835332059852001,0,0,0.00333178730577399,0,0,0,0.00303987313925923,0.00622097908329891,0.00549387080042939,0.0128403065562673,0.00129846987098849,0.0025746331071953,0.00428469596871195,0,0,0,0.0169684054991242,0,0.00196901620265294,7.96766426128127e-05,0.00133802638052824,0,0.0203332469314282,0.00422854082796091,0.000673450620975802,0,0.00359380392857421
"mSp_rep7_289",0.00528239290579095,0.00316402263577128,0.00087409998945533,0,0,0,0.000196786939167966,0,0.00291438185803097,0.00289906973090245,0.000515741604565251,0.0010271198804755,0,0.0024956974910333,0.00111612319031695,0.00864204529651257,0.00422508923859047,0.00393222220001999,0,0.00128139158374492,0,0,0,0.0177022915083611,0.00564438571078033,0.017609582992725,0,0.00324264156712572,0,0
"mSp_rep7_195",0.00543683129305784,0,0.00147165418175378,0,0,0,0,0.000407233585731365,0.00655209288726004,0.000762316244824992,0.000328899166453988,0,0,0,0,0.00668710545439115,0.00230163903525139,0.00270240293815448,0,0.00326334293574605,0,0.00207699541225967,0,0.016404633303319,0.00108824340717876,0.0208627612009174,0.00404935959240276,0,0.000907237804881693,0
"mSp_rep7_171",0.00783379347474845,0.000105837680460346,0.00549369421034786,0,0.00483484254659041,0.00276543309651477,0,0.00268470857237823,0,0,0,0.00441936062924668,0.000215607518668335,0.00105781961498346,0.00102996595373297,0.0014209810274265,0,0,0.000568907934448987,0.0120879394370894,0,0.00157135211146922,0,0.0047294131373687,0.00394831599593671,0.0224212741367205,0.0057654704293374,0.00444668181309098,0,0.00497477026059652
"mSp_rep7_202",0,0,0,0,0.00471890625323386,0,0.00893506678298146,0.00310004190784163,0,0.00195954238332622,0.0013260971204059,0,0,0.000343923812621562,0,0.00179109341179039,0.00166035214104215,0.000947475374433484,0,0.00190390784870588,0.0154975027455261,0,0,0.0253769261635292,0,0,0.00584804204748993,0.00135255759297715,0,0.0240524925534118
"mSp_rep7_099",0.00379367273732777,0,0.000629134448217225,0.000717234488134171,0,0,0.00276881226111171,0,0.00125561497716547,0.00279965620018954,0,0.000602028059397765,0.000499053130923282,0.000983502625101772,0,0.000401006963048542,0.00794136058614026,0,0,0.00239965723630631,0,0.00128454818948345,0.00303318764286567,0.0141842796576798,0.00172876121852638,0.0212659568764024,0.00632652949661973,0.00106616895282789,0,0
"mSp_rep7_003",0.0101430254457189,0,0.0015169326241185,0.00277320933047346,0,0.000267434496728863,0.000146609029107691,0.000258824727280158,0.00254508050214631,0.00066098339901108,0.000142958173261463,0,9.93685779611189e-05,0.00150481151045886,0.000752335984632849,0.00221631413665918,0.00473713641737843,0,0.000502632479881715,0.00520275066821525,0,0,0,0.0158195945242913,0,0.0201689192881837,0.00134337369417847,0.00334194085001195,0.000825744767345713,0
"mSp_rep7_066",0.00768411738029203,0.00086805854709937,0.0023852470726114,0,0.00173023034103833,0,0.0021681377594895,0.00376889899288338,0.00275199070548471,0.00333738662357576,0,0,0,0.000264869571809045,0,0.00166244668686395,0,0.00619614436703012,0.000410857994443207,0.00856756976832226,0,0.00235963209464076,0,0.0166638444941656,0,0.0165498616361732,0.00200912987909943,0.00076421118907479,0,0
"mSp_rep7_316",0,0.000883392998233219,0,0.00126436865748829,0,0,0.0123256553817993,0.00101195696458141,0,0,0.00028963411259051,0,0,0,0.00136500178066612,0.00560839049140201,0,0.0013488573528492,0.00641273898772327,0.00705762973980818,0.00926017656142409,0,0,0.0229687864349648,0.000391853932422398,0,0.00640035293434028,0.00419606921483022,0,0.0288823943525618
"mSp_rep7_133",0.00869386489388768,0.00248998172082413,0.000409968062148783,0.00473973610855899,0,0.0035963992112321,0,0.00125916382962638,0.00342878637338127,0,0,0.011008492899707,0,0,0,0.0023795864177936,0.00218002927239001,0.0030988154110607,0,0.00602227895532568,0,3.4565484758301e-05,0,0.0178002570409097,0,0.0128849785926959,0.00226163552221016,0,0.00106427727056697,0.00214911557555807
"mSp_rep7_121",0.00934217685884595,0,0,0,0,0,0.000705954605231001,0.000100133194659183,0.00296702728685096,0.00387158578262839,0,0,0,0,0,0,0.00242705811749966,0,0,0.00562137799802472,0.00088188270707923,0.000534538900637032,0.00102081073463375,0.0153207881323997,0,0.0218736858290984,0.00433094879690001,0.00242529211518488,4.71046962224632e-08,0
"mSp_rep7_233",0,0.00176379195827683,0.00111229425588007,0.0105231961758717,0.0168706078364358,0,0,0,0.0010107194927754,0.00472678506028075,0.000991513288738345,0.00177003053867781,0,0,0,0.0038437933114194,0.000398334296746974,0,0,0.00281242753740557,0.00135043405492096,0,0,0.0221215967296774,0.00124695439623346,0.00262713306082382,0.000447939722095363,0.00373391049305826,0,0.0232177422239484
"mSp_rep7_021",0,0,0.000905536686980714,0.00631964291478386,0.0112502541336892,0.000793231626577816,0,0.00149005964271442,0,0.0025661753516381,0.00161755931898251,0.00108144862563661,0,0,0,0.00481558463491356,0,0,0,0.00506164409466019,0,0,0,0.0299215924294093,0,0,0.00324559162280021,0,0,0.0293550365586688
"mSp_rep7_183",0.00725460336795727,0.00257955595852478,0,0.00232345148768831,0.000271845442517748,0,0,0.000496635959125769,0.0113338978651362,0.000452550216420654,0.00144093500483284,0,0,0,0,0.002000092969415,0,0.0095087903857976,0,0,3.35390457509097e-05,0,0,0.0177011310461873,0,0.0149317112349951,0.00209914729684905,0.000563317855452204,0,0
"mSp_rep7_369",0.00639809730560658,0.00039647587424225,0.00283232985468798,0,0,0,0,0,0.000859717400713221,0,0,0.0042113110113662,0,0.000989526801741371,0.00229227874534356,0,0.00392638047785767,0.00353184914518144,0,0.0100940046032324,0,0,0.000436421569484143,0.0110834037240686,0.00454045006801063,0.0201063684777163,0.00601436061547384,0.000114051933510096,4.86405530022349e-05,0.00301853511905665
"mSp_rep7_269",0.00662604136920588,0,0,0,0.000586204152813815,0.00108510901576768,0,0,0.00584210385763031,0,0,0.00276678897538664,0,0,0,0.00734078360939604,0,0,0.00196529056934825,0.0106916022473217,0,0,0,0.0197111444629878,0.00802086892543213,0.0170662895339261,0.00496072405548511,0.00507445217288647,0,0
"mSp_rep7_165",0.00762772538666093,0.0046364040921718,0.000772220968581105,0,0.000168647157126685,0.000382156199613657,0.000443177065486798,0.000475589563916662,0.00104495980330056,0.00187745304732809,0.000204189449398833,0.00439583721408209,0.00666843036382769,0.00145200221263263,0.00301056973621395,0.00245351085455674,0,0.00246931413776254,0,0.0183863789469001,0,0,0.00407041554570378,0.003898169295238,0,0.0201194073174129,0.00613164821847223,0.00400485982324251,8.50481984770733e-05,0.00549140954808922
"mSp_rep7_210",0.00553467361646626,0.0027139099755583,0,0,0.00383269596163849,0.00316688028737349,0,0.000575719833817013,0,0.00249612871541307,0.000520840472357572,0.00100930289382645,0.00428767803783521,6.68637378376028e-05,0.000910228834264676,0.00695400241214248,0.00304462068020484,0,0.00186432926352143,0.0148226629822136,0,0.000167319825388783,0,0.00595364031505186,0.00165837171694169,0.0217257218656728,0.00437454838832717,0,7.35627378432509e-05,0.000650046651638868
"mSp_rep7_120",0.00729101001487187,0,0.00101520115049036,0.00160563103612725,0.00326658148057233,0.00414008471267263,0.000227597146923195,0,0,0.00117372078976063,0,0.0025606691470997,0.00426369762676354,0.00046306002742149,7.29877132303856e-05,0.00203749948298212,0,0.00133252327771112,0,0.0214563708077638,0.000400857923720972,0.00107206607175051,0,0.00777325548813204,0.003834255296248,0.0185086644925982,0.00353220005244588,0,0,0.000274457931217571
"mSp_rep7_153",0.00460758311415237,0.00207772889544668,0.00274942828071341,0,0,0,0.00323555786493315,0.000851957180440639,0.00222659025563752,0.00214651923431635,0.0017939922433374,0.00125661915746317,0.00411043865322342,0.00507128310383858,0.000798042179624555,0.00505052217021114,0,0,0.00176730273373365,0.0155383076114491,0.00153191686174167,0,0,0.00651219381997707,0,0.0209516110894581,0.00300817967665845,0,0,0.00313674210995052
"mSp_rep7_170",0.0042193920192854,0.00441253187284769,0,0.00125492058767652,0,0,0,0.0012021536569599,0.00374970556035657,0,0,0.00143845696581867,0,0.00428444198158917,0.00107995726829015,0.00089979613392984,0.00423455809976993,0.000128510274510784,0,0.0035466523627602,0,0,0,0.0143230740872842,0.00235874154043439,0.0198349585597387,0.00281786982646656,0,0,0.00390009062648248
"mSp_rep7_335",0,0,0.00267134776006101,0.00471964690686106,0.00732848805274294,0,0,0,0,0.00419166845184911,0,0.000884911411814439,0,0,0.00302589648568933,0.00152284882756525,0.000665032320017743,0.00124279506717212,0.00218669296490332,0,0,0,0,0.0352049739172196,0,0,0.00394805864965919,0.00571309082618056,0,0.0326792941109526
"mSp_rep7_139",0.00214138106576005,0.000550130212078269,0.00240151477978692,0.0035035572058069,0.0133448702953134,0,0.000425251784763179,0,0.000172611382025784,0.000203096224228202,0.000309411360044726,0.000437152693492283,0.00115037601951178,0,0.00397410703978856,0.00149979457149303,0,0,0,0,0,0,0,0.0348827394515178,0,0,0.005159569047611,0.00418326696218553,0,0.029364831084794
"mSp_rep7_192",0.0160572895614506,0.00305297869121894,0.00580259612633098,0.00283601523986089,0,0,0,0.00381863336602422,0,0.000503223502907812,0.00271717034033879,0.00445709010161767,0.00231665079454843,0,0.001448605673225,0.00896695069558383,0,0,0,0.0031009662728243,0,0,0,0.0123345341326137,0.0013065294225049,0.0168195808853498,0.00294021656635201,0.0026431815430349,0,0.00225076943025562
"mSp_rep7_259",0.000354406993039119,0,0.00157280490668322,0,0.00191339835338739,0,0.007113198353154,0,0,0.0072627144250378,0.000668995524894684,0,0,0,0.000235325959573321,0.00190259827575885,0,0.00218902692452545,0,0,0.0127742806818216,0,0.00228729283757555,0.0268099667661834,0,0,0.00352629369496282,0.00723711991358283,0,0.0305832683252446
"mSp_rep7_176",0,0,0.00245121446534325,0,0.000237304138049558,0.000391649426409732,0.00688937866608961,0,0.00187428743393422,0.00533930548308888,0,0,0,0,0.00333814402833876,0.00158579231419975,0,0.000893487802571602,0,0,0.00884310337055885,0,0,0.0277165370654743,0.000458841905038008,0,0.00276678659776726,0.00843345679625597,0,0.0295560445962924
"mSp_rep7_049",0.00165001438925768,0,0,0,0,0,0,0,0.00443640600724513,0.00074123763973627,0,0,0,0.000465915142993585,0.00171672519856114,0.00515168970901406,0.00576873382557856,0.000906636493908953,0,0.00271241600044889,0,0,0.000392671799381179,0.0176219130355824,0.00177611104376711,0.0210651305341169,0.00146679840288872,0.000771953918372975,0.00218248948979708,0
"mSp_rep7_075",0.012005723408006,0,0.00202544020794043,0.00176964262916274,0,0,0,0,0.00174673670708742,0.0019428260684702,0,0,0.00297866230240314,0,0,0.00193447672583077,0.000918216418062198,0.00148794993828741,0.00134573803786881,0.00231636438013828,0.00204435428987683,0,0,0.0151574882540727,0.00184971757220122,0.018347706937118,0.00761095284336912,0.00341255536257779,0.000499760455246705,0
"mSp_rep7_266",0.0104633074447123,0.0089518114183246,0.000847933382027025,1.70883773372736e-06,0,0.00157215501949002,0.00034502476262483,0.00299359125624809,0.00163866793911717,0.00185601956144862,0.000402328168689406,0.000350151421868149,0,0,0.00119583790144638,0.00230824087412507,0.00518677113242712,0.000895641629920878,0,0,0,0.0014542133620235,0,0.0122038875248157,0,0.0201540982854157,0.00638028685247671,0.000707405217589696,0,0.000527199334752638
"mSp_rep7_355",0.00511694222503561,0.0046976822016186,0.000104311086307253,0,0.00250046864962521,0,0,0,0,0.00390990709994111,0.00114986527074868,0.000612739206752769,0.00663303485857563,0.000438427085401894,0.00309964988937707,0.00193644244807824,0.00327345545764746,0.00421570317845935,0,0.0209897724778164,0.000499577913388255,0.000180241110187254,0.00162643071602675,0.00445461448675607,5.9114906297158e-05,0.0203892291235998,0.00395405124120294,0.0013838856143043,0,0.00316731566812605
"mSp_rep7_042",0.00266356970769821,0.0015768985919536,0.0011672471378096,0.00493781357012925,0.00367090512612258,0,0.000386512004247257,0,0,0.00325107672681373,0,0.00262282536225128,0,0.00578485303793317,0.00434749595832706,0.00681293756120664,0,0.000466835900240633,0,0,0.00392300313780895,0.00103768336125139,0,0.0252198240690652,0,0,0.00368858968668701,0.000302638560979789,0,0.0367902906593345
"mSp_rep7_017",0.00593628659384475,0.00177617991717415,0.00259852492597777,0.000849059456269733,0,0.0227273041748038,0,0.00147573333434935,0.000647942835834661,0,0.00646064603696137,0.00323286255172738,0.00276363651546456,0.00340189015732606,0,0.00390013198553939,0.00323022146435893,0,0,0.00237863588115296,0.000637926990448424,6.86099334284e-06,0.00714890227923017,0.00202793117371191,0.00227676207523434,0.0140564375878497,0.00367833076256365,0.00260602573327966,0,0.00550425109611812
"mSp_rep7_011",0.00963862075619394,0.00677395585360905,0.00186766113400023,0.00180597701596353,0.000167337437820576,0,0.000590299578338334,0.00274854607138805,0.00374202656694546,0.00829111898391853,0,0,0,0.000384595433035752,0,0.00122629843638154,0,0.000409108846874007,0.000251142092703299,0.00124130322144311,0.00110200836971875,0.000139858266766408,0,0.01410007525969,0,0.0185942949149912,0.00730102047457174,0,0.00021025240714348,0.00116679371799003
"mSp_rep7_257",0.000476800734410336,0,0.00150039124371667,0,0,0,0.016399691291479,0.00307750326307077,0.00112451408025269,0.00107375180744228,0,0.00551727564039024,0.00405939122866389,0.000508382104253515,0.00381256133519778,0.00925497714486289,0.00163993763622479,0,0.00441876157870761,0.000289506057090917,0.0152578591939978,0,0.00203642054436066,0.0188998778185283,0,0,0.000854277938996181,0.000463752672056274,0,0.022511728121228
"mSp_rep7_147",0.0107419376975694,0,0.00554680639511633,0.000425918857851879,0.00143559552110039,0,0,0.00128696547047784,0.00421039407899039,0.00354863450740086,0,0,0,0,0.00166463358600199,0,0.00413430969031593,0.000403547538995616,0.00421560102987121,0.00470817687346261,0,0,0,0.0142732509615796,0.00148533553878309,0.0182397778723419,0.0047461823747851,0.00225583395773761,0,0.00130812927118443
"mSp_rep7_201",0.00345891354654402,0.00250474250348013,0.00117560864581396,0,0.000562847639721852,0.00124904215072059,0,0,0.00274584552235412,0.00757668240945335,0.000690699640997288,0.00723461787485858,0,0.00224471483814666,0.00150820120262684,0.00878968930240996,0.00420967751721878,0,0.00193971101745967,0.00478573203152357,0,1.15454580875503e-05,0.00169847462594749,0.0125745813201764,0.00356872559130367,0.0202562123548543,0.00221084725839627,0.00225388034203557,0,0
"mSp_rep7_336",0.0028588998552172,0,0.0186567810068283,0.00160361334123678,0,0,0,0,0.00242047844771769,0.000584285328278171,0,0.000254748502477413,0,0.00068794990814286,0.00175767040055491,0.00727664366913866,0.00622203297520459,0.00584906760386836,0,0.00773075524509239,0,0,0,0.015764021351153,0.00728208916773116,0.0168041358180569,0.000950744199611041,0.0032811029361263,0,0
"mSp_rep7_229",0.00400913748189675,0,0.00501420850836731,0,0.00078655542922396,0.00531635902206258,0,0.00459159978237934,0,0.000512728343855325,0.00153545390935529,0,0.00114714289293552,0,0.00333154221246479,0.00287510167747529,0,0.00476746551623168,0.00231415464919289,0.01784313756915,0.000247653061089629,0.000672581501328463,0.000520264443679817,0.00620469989282601,0.00423451899676046,0.0195073321342629,0.00504685358245931,0,0,0.00290709573827893
"mSp_rep7_020",0,0,0,0.00159014313961326,0,0,0.0258006409909368,0,0,0.000397053422865361,0.00179532141974037,0,0.00313386201093539,0,0.00436852875977192,0,0.00037986134005292,7.77998798259562e-05,0.0535659262598746,0.0018134647333525,0.00135672083421842,0.00408999419704556,0,0.0225691929558166,0,0.00035199482884056,0.0037012570237231,0.0105835789683386,0,0.00398422424274523
"mSp_rep7_172",0.00122658981013904,0.00189944033278379,0,0,0.00641227595134135,0,0.0371320347979071,0.00299277454861347,0,0.0039184322947042,0,0.003798626348459,0,0,0.0039864186702675,0.0074968152665499,0.00061333051093016,0,0.0104228916093688,0,0.00301233049252596,0.00166559381522875,0,0.0257108270774263,0.000432893523239457,0,0.000195327150219649,0.0108865111790367,0,0.0111087489479371
"mSp_rep7_057",0,0.00211058751263464,0.00114895348711388,0.000114993824512897,0.00174099523839887,0.0414993785769827,0,0.000906754916002423,0,0.00307646120188082,0.000295811341832864,0.00896598478712904,0.0164002224769961,0.0432907890052118,0,0.00729141486303151,0,0,0.00289555290298007,0.00727014984452883,0,0,0.0106152923259683,0.00135748119706463,0.00617738559688899,0.00254545944172196,0.00186153881340393,0,0.00391699028568292,0
"mSp_rep7_240",0.00991217070384349,0.00174098648179188,0.0137683110891445,0.00169174989817581,0,0.00138797878725753,0.00013197607962637,0.0018314854668239,0.00149274269263006,0,0,0,0,0,0.000125734674673403,0.00164729136323926,0.00404338976268125,0,0,0.00572748189421596,0,0.000149316589656302,0,0.0129570729946779,0,0.0194365487040108,0.00469042833317454,0,0,0.000294685853213706
"mSp_rep7_077",0.0131902981086043,0.0032666483052026,0.00115858623604497,0,0,0,0,0.00180013836880228,0.00113734858399464,0.00141863769005601,0,0,0,0,0.000530769218900129,0.0116884796164264,0.00158768333642528,0.000108671264142757,0,0.0037837103174211,0,0,0,0.0118602517522103,0.00801021686917702,0.0227735204289744,0.00195496757539579,0,0,0
"mSp_rep7_349",0,0.00374402065514357,0,0.00289326284435946,0.0197186755461253,0,0.00336729038550848,0,0,0.0032996626360241,0.000669993786952649,0,0,0,0.000176336834456195,0.000211623048757312,0,0.00364836413843197,0,0,0,0,0,0.0196312208304858,0,0.00473631987410344,0.00459387500721085,0.00911518127719211,0.000171798359463579,0.0228731295346197
"mSp_rep7_105",0.00582663481524903,0,0.00174374696311024,0.000252703605728211,0.00159865481950037,0.000541969309925266,0.000631341683554061,0.0039242442546285,0.000864908596687936,0.00848565642848286,0.000452216775714127,0,0,0,0.00138109055778778,0.00461665155932909,0.00265374437354193,0,0.000682562280823173,0.0172982409184595,0,0.000473337042579071,0,0.00990289800871133,0.00154779157895007,0.0213854834624033,0.00411298031882253,0.0020230401721847,0,0.00111868643289855
"mSp_rep7_308",0.00633352745376587,0,0,0,0,0,0,0,0.00514770196060658,0.0030370746817589,0,0.00562487618625226,0.00119367158251717,0.00208997202071208,0,0.00172378625753154,0.00551950599987575,0.00198309924434935,0,0.00230980015662396,0.000568255884710064,0,0,0.00894348813889969,0.00511058909100636,0.0206987985117918,0.00714950903014969,0.00638414266556195,0.00191201905875544,0
"mSp_rep7_113",0.00901949616355885,0.00170515980680742,0,0.00110422455688649,0,0,0,0,0.00179304732969197,0,0.000298705452082311,0,0,0,0.00164478584826509,0.00731920047758045,0.000574681807188455,0.00450028567194853,0.00365833993775642,0.00851034220616107,0,0.00245743612283324,0,0.0190202027363247,0,0.0184228036485226,0.00233806046431032,0.00606327595675251,0.00036257221979624,0
"mSp_rep7_258",0.0131246076281619,0.00221639156071083,0.00288738081851796,0.00143119005310523,0.00178013915393088,0,0,0.00504555732726286,0,0.00279368865741651,0.00221818734329297,0.00111929343383083,0,0.00261512622333501,0.00319694582861662,0,0.00197266740786175,0.000506109185340145,0.000272721756018392,0.00179845240451457,0.000198533189836922,0,5.99225461059196e-05,0.00819170138319487,0.003324805458976,0.0221070015350862,0.00597076078562685,0.00424957819010848,0.000527217320835705,0
