,score
KLF2,5.54510323817567
IL7R,5.358611819993371
TSHZ2,5.031937288677
CYSLTR1,5.0195492350076165
MAL,4.879619271076763
GPR171,4.833668626370695
TRAT1,4.829723621184314
ANK3,4.792884896250484
SESN3,4.633958000655696
EVI2B,4.565576362445256
PNRC1,4.553903629460194
TMSB4X,4.496600171977718
SARAF,4.462127753414791
LINC00861,4.442200962922982
CD52,4.427684656032511
GIMAP1,4.348326154837139
TCF7,4.288413692894437
PIK3IP1,4.153687803065509
GIMAP4,4.1431443709984705
PBXIP1,4.127984449677342
LMO7,4.094155645545072
PLCL1,4.0697148447770815
TC2N,4.061427401767617
ANXA1,4.01723341512195
IL4R,4.005761575770634
PABPC1,3.988797676067861
IL6ST,3.9877766603021314
GIMAP8,3.9805288128164307
HPSE,3.9330798848101267
FYB1,3.90622952167206
AC133644.2,3.8848497360402234
SCGB3A1,3.8734223139229584
RIPOR2,3.863056260483404
RASGRP2,3.857437915839057
AL391097.1,3.8422309645054042
BCL11B,3.840387794446656
PTGER2,3.8043509021954947
TMEM71,3.7926514608082584
CARD16,3.7855676377489544
AQP3,3.762387647748824
IFNGR2,3.758845300756093
TNFSF13B,3.7431247932980227
KLF3,3.7145772853870085
SYNE2,3.711886123559225
OR4D9,3.7092025097581427
TCEA3,3.7056549372084646
LPAR6,3.6858709786065447
MPP7,3.6700143163591292
SELL,3.6569338763942483
FAAH2,3.6567524334446944
S1PR1,3.6394764518686884
PLAC8,3.63035262943896
EVI2A,3.6252713559252925
FBLN5,3.6190921348352845
INPP4B,3.601291275094809
IPCEF1,3.58202754971785
CXCR4,3.5640136033774183
FCMR,3.558445772450227
GBP5,3.5533813368422784
FAM102A,3.5304350453611733
DGKA,3.5282577299665263
IFITM2,3.5204844236989175
C16orf54,3.514870723994079
RASGRP1,3.5139237369517673
ATM,3.5120477620077395
CMTM8,3.5055837480641117
LINC00402,3.471284353497879
SPOCK2,3.4621547248937645
CD4,3.450689272334273
SERINC5,3.449450815337798
GPRIN3,3.440534563642359
ZNF439,3.4244677178821803
AC106739.1,3.4197086870469207
LINC01550,3.4193626390535314
HERC6,3.409389083002452
AK5,3.4072971183712752
RASGRF2,3.4065193813123074
SCML4,3.4048503964851307
SH3YL1,3.4040340483664977
LINC02273,3.3633220244999507
RAB27B,3.354295455491183
LNPEP,3.3536846459458047
RNF125,3.3523640315817715
HPCAL4,3.350540021898496
TRIB2,3.333964845570847
RASA3,3.3318194641353216
GIMAP5,3.3303693720824867
GPR155,3.3295173159913816
GRK5,3.32908678816068
IFIT3,3.3290397581481557
MXI1,3.3262435045639904
ZNF831,3.307468078452871
SLFN5,3.3064830609683327
FAM117B,3.3004170602788463
BEX3,3.2818817194785765
GIMAP2,3.2809306681141948
HSPA1L,3.2721642157179076
ABCD2,3.2715081180123207
PCED1B,3.269337189409498
CLUAP1,3.264438810388981
AC025171.4,3.264396425315965
MX2,3.260486547484618
AL365361.1,3.25175289997361
TCP11L2,3.236587172478096
AL109741.1,3.228823156089504
P2RY8,3.228521815638885
BBS2,3.2277365305532157
CSGALNACT1,3.224286501733218
MBNL1-AS1,3.2224848458213273
ARL4C,3.2181972763461886
C11orf65,3.2179589328876546
ITGA6,3.2066935030357513
DOCK9,3.199376271766141
TNRC6C,3.193305335828427
SYNM,3.173834620334617
LPIN2,3.16862299820599
ZNF33B,3.1492094735298792
TMIGD2,3.137277785167214
CCDC112,3.1290817894043244
CRIP2,3.12668383938302
ADTRP,3.122352723599988
FXYD7,3.1194667646215635
C1orf162,3.119350641133849
