,score
AC136475.3,3.1187404122059093
EPHB6,3.0893710403105956
ZC3H6,3.080917540713699
AC243960.1,3.0767376757734155
SIDT2,3.067094491044884
PARP11,3.0627189580278014
FBXO32,3.0503889661022754
AC005842.1,3.0500106938410454
AC005726.5,3.046702335676059
KRT1,3.0440605263305542
ETS1,3.0398824032425864
TRAV25,3.0255089282420045
RNF157,3.0241967328308306
RETREG1,3.022451687119201
ADD3,3.02015389360605
TRBV3-1,3.0111830638713855
SLC2A4RG,3.0111699999790176
FHIT,2.9960338839728706
AC239868.3,2.987360330366755
SLC8B1,2.9821437729899003
MAPKAPK5-AS1,2.9784472720672284
ARSJ,2.9742566657043312
UBA7,2.9742540529258576
AC147067.1,2.95960217186348
LINC00239,2.958979169351892
PAXIP1-AS2,2.958494644099403
LINC02328,2.9563460692679655
ARHGEF3,2.9292660719329433
PATJ,2.9279762302931545
LRIG1,2.927138979946733
SASH1,2.9174066704413804
EDA,2.9156331744752606
LINC02482,2.915555662047211
ITK,2.913720040015164
RNF44,2.910118470043699
ADNP-AS1,2.9040858548569304
PDK1,2.896845555397931
AC114760.2,2.8966008251475728
MORC4,2.8964582835664032
PGBD4,2.8945030543420103
LEF1,2.8877815365643755
AC138150.1,2.882722616822093
PDCD4,2.88222764045571
GALT,2.8731343004415066
IFIT2,2.872046513670341
LYRM9,2.856010730943126
KIF5C,2.8489986141374857
C2orf92,2.8451822157137485
HELB,2.8428539397850727
CCR2,2.842778169209339
TRBC1,2.8398196330510928
ZNF781,2.833619509733296
IFIT1,2.8327059081937023
AC104532.2,2.8295319629657456
FAM161B,2.8182555013825095
HERC5,2.816220437260313
NOG,2.815107974248008
AFAP1,2.811778713855233
NIFK-AS1,2.809623752231971
TNFSF12,2.8081118244219283
ADGRL1,2.8018315758976087
KLRG1,2.7989331336442547
ABRAXAS1,2.7924305086409618
CMPK2,2.7922682260668807
TMEM63A,2.7852244656108383
CCDC102B,2.775614956693744
TTC12,2.7741674774193825
FRAT1,2.764717928606615
PCSK5,2.758131114074729
AL049840.1,2.755475369910698
CAMK2N1,2.7487013062548726
EPHA4,2.7462780993749902
OXNAD1,2.73214790308117
THRA,2.717361609081763
SYNE1,2.702751822783682
CD96,2.6976894193367684
DHRS1,2.686036427344618
MHENCR,2.685960366460165
MAP2K6,2.6820847450576935
DARS-AS1,2.681424873338756
ZNF284,2.6802958627294515
AC008676.1,2.678219574769116
C14orf132,2.6653917033900143
ZNF540,2.660538902838425
PELI2,2.6560858573932933
DNAJC27,2.6421609093640086
ABHD1,2.6415483579663146
NUDT7,2.6111301006682197
SPTBN1,2.599620811492116
ACSL6,2.5964883804110173
SUN2,2.5959542123675305
IGF1R,2.5811261139125463
PDE3B,2.5791943996944156
AC003102.1,2.574975052768309
IRS1,2.5693061944068063
CD200R1,2.557449696002436
PDE9A,2.5555841721723027
RSAD2,2.539047897213038
PGGHG,2.5290203437401715
CNPY4,2.5204579783735426
PITPNC1,2.5157927172546124
MLLT3,2.5145676144592244
EPHA1-AS1,2.496671533458823
LINC00954,2.4876580283424232
EXPH5,2.470520524025517
FAM227B,2.4362347739690904
LDLRAP1,2.426056695425274
AL031663.3,2.3986712933175625
MADCAM1,2.356070520923339
SHISAL2A,2.3513935023012777
TPD52L1,2.293949535398667
LBH,2.2879854330696503
PCYOX1,2.274305215290724
SYTL1,2.258584562678294
CFLAR-AS1,2.2254340648686366
