,score
ARID4B,9.412530513079219
GPATCH4,9.393016231956608
DNAJC2,9.375280581087281
RBPJ,9.328276419549184
ANP32E,9.327265132887987
BAZ1A,9.30684552605544
NFE2L2,9.288696511035596
SOCS1,9.252262245487145
ZNF106,9.232743306740304
BDP1,9.22619235825914
HNRNPH1,9.223784948734647
CELF2,9.219569798805423
GSTO1,9.217507053474037
RIF1,9.190495743948304
TFRC,9.184915910119344
PIM3,9.184288295254191
CHD4,9.152169900758963
SH3BGRL3,9.137829075751142
PRPF38B,9.1376771207606
TRA2B,9.080139159820646
GOLGA4,9.078790777605718
ACTN4,9.045999356409084
MTRNR2L12,9.043774758635664
CD3D,9.034476976264159
NOL8,8.987708606952765
STAT1,8.975513782309463
LY6E,8.958969318837262
CD81,8.941785014236302
LTA,8.91980917870751
IL2RA,8.910799004632281
CYTOR,8.883838928973091
TRIP11,8.877168046667975
BPTF,8.858376861707256
CREM,8.855983425055456
PPP1R12A,8.806330239735871
PUM3,8.802848083420031
PABPC1,8.793426291803371
SNHG15,8.765488115055632
EZR,8.762023424830659
FABP5,8.718340149369396
REL,8.629423191780916
NEMF,8.62383054948532
BAX,8.607277935170714
PTPN1,8.604137532032837
RALA,8.508484485400004
CDK6,8.48173283842516
FRG1,8.443190997912097
STAT3,8.439114994506781
AC004687.1,8.414826066344176
MIER1,8.363996248703188
TGFB1,8.348379816859051
RNF145,8.340659222492832
CDK2AP2,8.332404165746084
MT-ND4L,8.237769392210794
ESF1,8.219093483449797
USP48,8.19847301657228
NOC3L,8.183239092118129
SATB1,8.15511053497994
NDUFAF2,8.149222715748692
CLEC2D,8.125923532735214
IRF1,8.120995184095591
FAM107B,8.10889467634297
TPR,8.083987448563676
UPF2,8.07228051005859
RSRC2,8.063640034906712
ANKRD11,8.062005208801565
CCAR1,8.011277858893664
RNF115,7.999113308807864
IFI16,7.988412999339744
CDK12,7.969093756231814
EED,7.955228591098603
NSRP1,7.901261863537911
PRPF4B,7.899765601753643
FNBP4,7.89862564822306
RBBP6,7.87135409394341
SNHG8,7.847294553774191
RALBP1,7.8363759181702335
RPS27L,7.828389257019808
PTPN6,7.803834262072996
SLC3A2,7.801783160802188
PPP2R5E,7.794819430373536
SAR1A,7.703882810477808
SBDS,7.6959025535607
SP100,7.680948668763449
PPP1R2,7.658678820705063
PTPRC,7.61607378525332
CD2,7.59652748296412
ATF4,7.580666525847846
HIST1H4C,7.573953142721621
RELB,7.57315552457203
ODC1,7.561096353234461
DDX3Y,7.55611909954041
ZC3H13,7.543598823403954
MT-ND6,7.502538372587878
UBA6,7.493893239811769
SMG1,7.486223879312092
BOD1L1,7.409209480446407
TOB2,7.3989260283469775
CHD1,7.3659605284447025
ZNF638,7.310467846745269
FAM133B,7.308296229447478
AKAP9,7.300208847173053
POLR2J3-1,7.280197364663763
SLC38A1,7.271983644332067
YTHDC1,7.257978750471921
NKTR,7.254829032085581
CCR7,7.239189312120288
LYAR,7.238304363516363
KMT2E,7.211939299352707
THOC2,7.207420239442399
MYC,7.18216660086091
DOCK10,7.147420724096264
TARS,7.125488553794639
SEC63,7.109681741560053
KDM5A,7.089107268721818
POLR2A,7.086980481057253
SARAF,7.053244144344717
PCSK7,7.0236443601525025
ZNF37A,7.014853676619168
BRD2,7.012277428216294
IER2,7.0024166555158445
RANBP2,6.984023697426892
KMT2C,6.928192755767668
PPP1R10,6.909558765624752
TRAPPC10,6.908525355248457
FOXP1,6.900528214443511
PURA,6.870247252707486
CD48,6.823184870866498
AGO2,6.810376986433766
LMNB1,6.779892253637627
STK17B,6.749027924466645
EZH2,6.744901269397815
MACF1,6.736034899470724
ZC3HAV1,6.727173769370893
CTCF,6.7217068829295386
RSF1,6.698447871925055
ETS1,6.626164454872196
TRPM7,6.604688731745227
GOLGB1,6.539227569784998
WIPF1,6.431603846674989
GBP2,6.41394853982365
KATNBL1,6.311809751448891
LPIN2,6.222432853467581
KMT2A,6.186312977554735
SFXN1,6.1759451060161155
CEP350,6.158016745944224
ZNF644,6.045089153240951
CASP3,5.708693989752646
ITGAE,5.645997709976655
SNHG7,5.599686370042946
HBS1L,5.363509889340094
FYN,5.345886021452316
UBN1,5.2305038607792085
