,score
LINC02446,4.115886535129903
FABP5,4.110773891084534
REL,4.068848765261606
NEMF,4.0662117853391635
CD27,4.0648858297155925
BAX,4.058407082426925
PTPN1,4.056926354787777
RALA,4.011825103865675
CDK6,3.9992114675491734
FRG1,3.981038651510687
STAT3,3.979116780134774
YBX3,3.974395201957151
AC004687.1,3.967664337350641
MIER1,3.943697632259159
TGFB1,3.9363343475975228
RNF145,3.9326940195992393
CDK2AP2,3.9288016878981864
SCGB3A1,3.920057622570397
MT-ND4L,3.8841805616777663
MAL,3.8761548156767276
ESF1,3.875374706800386
USP48,3.8656519757059584
NOC3L,3.85846904663552
SATB1,3.845206185093474
NDUFAF2,3.8424300266554496
CLEC2D,3.8314442573949634
IRF1,3.829120497761039
FAM107B,3.8234150021636992
TPR,3.8116710256842055
UPF2,3.8061511014409746
RSRC2,3.802077041579537
ANKRD11,3.801306206724007
CCAR1,3.7773878160679146
RNF115,3.7716521239484564
CD3G,3.768568556693083
IFI16,3.766606834130158
CDK12,3.7574976414624075
EED,3.750960094423789
NUCB2,3.7311872140823255
NSRP1,3.7255143087761837
PRPF4B,3.7248088082139645
FNBP4,3.7242713101202582
JAML,3.715013877637489
A1BG,3.712327670220759
RBBP6,3.711412532946923
SNHG8,3.700068248614741
RALBP1,3.694920016107403
RPS27L,3.69115423528541
PTPN6,3.679576339677567
SLC3A2,3.678609227428268
PPP2R5E,3.6753257674186557
THEMIS,3.6681720915433402
CD8B2,3.6620029324094503
SAR1A,3.6324483530936504
SBDS,3.628685591923869
EVI2B,3.623860171488815
SP100,3.6216347040092387
PPP1R2,3.6111342752133453
PTPRC,3.5910456271033695
CD2,3.5818293740390175
ATF4,3.5743507935656567
HIST1H4C,3.5711853745061433
RELB,3.5708092905488513
ODC1,3.5651232854339696
DDX3Y,3.5627764666377004
PTCH1,3.5586431417684423
ZC3H13,3.5568730465635667
FAM117B,3.540334492408192
MT-ND6,3.5375126836643176
TCF7,3.536495893894255
UBA6,3.5334364276921804
LEF1,3.5305241306670325
SMG1,3.5298202569115915
LMO7,3.498257657323478
BOD1L1,3.493507291981274
TOB2,3.4886585540705823
CHD1,3.4731150315670902
ZNF638,3.4469497451515565
ABCD2,3.4462353624526543
FAM133B,3.4459258085379076
AKAP9,3.4421125368220373
POLR2J3-1,3.4326769472015712
CPA5,3.4309050759985666
SLC38A1,3.4288041059829766
YTHDC1,3.4222006756233725
NKTR,3.4207155557628255
GIMAP8,3.4136664699872767
CCR7,3.4133412905476916
LYAR,3.412924029514784
KMT2E,3.400492670386342
THOC2,3.3983618939801374
MYC,3.3864545817673672
ATM,3.3851037358018345
DOCK10,3.3700715959489855
TARS,3.359730385178807
MT1F,3.3573496803730905
SEC63,3.352277334492328
KDM5A,3.342576289991058
POLR2A,3.341573490942892
CRTAM,3.3339275938803894
TRBC2,3.3297705840732306
SARAF,3.32566651211863
BACH2,3.313232053266603
PECAM1,3.313144454357598
PCSK7,3.311709954109375
ZNF37A,3.307565069677878
BRD2,3.306350345947209
LAYN,3.3048554971014426
IER2,3.301700905082498
GOLGA8Q,3.296955841808739
RANBP2,3.2930284639301135
LINC01871,3.276912877263669
KMT2C,3.2667036849750275
PDE3B,3.2623413835390807
PPP1R10,3.257917595093943
TRAPPC10,3.257430333032488
FOXP1,3.253659610961421
DRAXIN,3.2476398042411745
PURA,3.2393818717623617
GIMAP1,3.237126980404099
C12orf57,3.2294865415015295
NKILA,3.2275744029183215
LINC01550,3.2207428814615753
CD48,3.21719154571295
AGO2,3.2111525158031213
TMEM71,3.2098469615783074
ABLIM1,3.206358520011264
S100B,3.204916837694128
CLEC11A,3.2040253338109324
LMNB1,3.1967786967609584
OXNAD1,3.1959041750099004
STK17B,3.182225894696785
FYB1,3.181244127619806
EZH2,3.1802801406170147
AC004918.1,3.1798561503558744
CD96,3.1792904571287863
MACF1,3.1760995693866505
BMPR1A,3.1737235106581636
ZC3HAV1,3.1719214687808233
CTCF,3.1693437838472676
BEX3,3.1625411638244714
C1orf162,3.1612014017638614
TRBV28,3.159244389625087
RSF1,3.1583769560415647
GIMAP6,3.1557394785083943
BBS2,3.1477959044166255
CD7,3.1416031150593255
CLUAP1,3.1408335813191854
LINC00402,3.137937088783019
GRAP2,3.133535422622373
AL157786.1,3.12905856938724
SH2D3C,3.1287213016531155
CEP85L,3.1258594190401254
ETS1,3.1242946905542794
GZMM,3.1170288761585425
TRPM7,3.1141686986326533
MANEA-DT,3.11233266761721
RASGRF2,3.0962378598946145
AK5,3.091700379621642
PCED1B,3.089783467255927
ABCB1,3.0887525689235247
GOLGB1,3.0833031862924827
TRAV4,3.075207677127082
TRBC1,3.0636064308783943
GIMAP2,3.0565023264404942
CCDC152,3.056263876004266
SPINK2,3.048562571374731
GPR18,3.047674170450165
OBSCN,3.0407182919591094
LINC02482,3.034718363415095
C11orf65,3.034326197182139
WIPF1,3.03255765635879
GBP2,3.024233024238441
SH3YL1,3.0225227812442768
AC109826.1,3.021061049040611
GIMAP4,3.0160509642994384
ATP6V1E2,3.0136118001274497
NR3C2,3.0130251022573304
AL109741.1,3.003116400596525
SCML4,2.9930184184593145
PPM1N,2.989837647174852
CD55,2.977738972788927
BHLHB9,2.9773241310890626
MMP23B,2.9766302618016596
KATNBL1,2.976073689167265
TRAV25,2.9637369913174325
DHRS3,2.960923323907764
TRAV26-2,2.960652173061362
LINC00861,2.9580158516718313
AC022075.1,2.948880502777172
REG4,2.9450524065847503
SAMD3,2.9429471684991313
PGGHG,2.9397527919345237
MIR9-3HG,2.9379311165298247
AL359220.1,2.9375050564410685
AC005842.1,2.9365932639822176
ARMH1,2.936079843673582
PCMTD2,2.934390402044329
LPIN2,2.93393169741276
GPR155,2.933109357508556
PLS1,2.927181035702148
HPCAL4,2.9268986664668546
PASK,2.92516769292979
SPRY1,2.9243905211376386
TCEA3,2.922256401667852
ZHX3,2.919803632215718
KMT2A,2.916900858938021
ADAMTS6,2.9037546528051905
CEP350,2.903558937410793
AC093673.1,2.9030607835177875
YPEL4,2.9012080785267926
CCL28,2.896814289107283
AF230666.1,2.8841577982354067
CXCR3,2.874590422023857
ZBP1,2.8681777999821065
PDE6G,2.866622262952177
AC245014.3,2.8614491535383877
AC008735.2,2.86094098439051
SASH1,2.8560865249590677
ARSJ,2.8538521560566323
ZNF644,2.8503125864180276
AMIGO2,2.842731868395532
GALT,2.8380545162951023
VNN2,2.8348135953510507
GCNA,2.8343545961629957
GNG8,2.8328816455704384
STN1,2.831428028797035
AC136475.3,2.8302040309622214
OTUD7A,2.8289879098685446
RIMKLA,2.8200869536949824
KLHDC1,2.813706077306904
LINC00663,2.8136774346118614
HOXB-AS1,2.8117173195144574
BCO2,2.8112862469540687
PLAC8,2.8077338367014306
PPIAL4G,2.805146207893472
AL035701.1,2.801117374146628
ZC3H6,2.7938273308800774
FRAT1,2.7930869172132304
AL139246.5,2.7878655925961198
TMIGD2,2.7876168785275013
CCDC102B,2.786859995311005
NT5E,2.786616532403144
SBK1,2.7740858307003293
AC034111.1,2.770687852311795
ZNF222,2.7626585888240243
DGKQ,2.7612054494288714
GFI1,2.7407302188777862
RETREG1,2.739131001737917
ABI3,2.737178286003399
PCCA,2.7350210136884527
SELL,2.72733808812157
ZNF681,2.721254618383682
PDE9A,2.7182774489231463
CACNB1,2.716986618133234
RNF157,2.716780868107179
SMAGP,2.7158475936270463
AD000090.1,2.709497985514389
HRH2,2.70764599659077
ZNF540,2.6963261648208743
CASP3,2.691699314687071
ZNF853,2.6796699602754472
TCEAL2,2.675061111953994
CD101,2.670099481105268
TIMD4,2.668404549626132
ITGAE,2.6621374685609
KLRC4,2.6590350466995005
AC114760.2,2.658418512688712
NUDT7,2.6581115584735073
COL6A2,2.655138685417228
RWDD3,2.6529852321282874
ZSCAN18,2.6481085746081874
LDLRAP1,2.647345485474432
AL162457.1,2.6468962725405163
CACNA2D2,2.644629441917033
SNHG7,2.640301265361785
HIST1H2BH,2.63662237651792
FDXR,2.633938078614193
FAM84B,2.633543048111733
PDK1,2.6290833804936256
NUF2,2.6250576497054112
PSMD6-AS1,2.61932624642742
GPR174,2.616582753620605
C14orf132,2.6140767564935175
GIMAP5,2.6130432325807362
ZNF823,2.6119829754859154
AL022323.4,2.6075154311266715
RAB11FIP4,2.6001635673766543
MHENCR,2.597163006381834
ZNF69,2.592052194829762
AC105285.1,2.588092819618396
AL441992.1,2.5854884825716624
KLRG1,2.5816892677634087
SLFN13,2.580224909979364
FAAP24,2.5725758782682817
CAMK2N1,2.5708687736437525
ITGA6,2.561459887011438
LINC01353,2.549336388956476
DNAJC28,2.5470323228294376
MAP3K10,2.546352297511305
DCBLD1,2.542737828086075
DISP1,2.540618984720311
CCDC62,2.5381592932835417
OR2B11,2.534483003374845
HBS1L,2.5289419820661294
VMAC,2.526796497471082
ZNF846,2.5211197540027968
FYN,2.520632173693002
TRAV17,2.519728912469361
IRS1,2.515154674071084
CNPY4,2.5046542620685273
ABHD1,2.4714817248051304
COPZ2,2.4699901564607956
GRIP1,2.469601093186469
TRBV6-2,2.4666936209505366
UBN1,2.4662284723615926
CLIC5,2.4594579988045666
DENND2C,2.4594295947986495
CENPK,2.4510344208817116
LINC01137,2.4508155429537624
PRKCH,2.441064853493941
NOG,2.4376692619966605
DZIP3,2.4338390176021107
AC011773.4,2.424914192516013
STX1B,2.412562985035464
LBH,2.4093853167096313
LRRC6,2.4042102977828392
FAM229B,2.401571112123804
PCF11-AS1,2.397737764770625
AL353708.3,2.3923885027823246
FSIP1,2.3916822216604032
MADCAM1,2.381258428867085
CCDC168,2.3251960818605255
IGF1R,2.2997334420351763
HMGN5,2.280025597022103
CLDN15,2.26593362975035
EPHA1-AS1,2.232760376419577
OTULINL,2.197210495467658
KIR2DL3,2.1913404138078363
AL031663.3,2.1702990126514123
TBX19,2.169586764301357
FRMD6,2.1389352615799453
