,score
ARIH1,1.7466962773440855
KMT2C,1.7465498028811908
ZBTB10,1.7460353251560718
ZNF638,1.7453680526028847
AC245014.3,1.744680053992397
JMJD1C,1.7445843273213768
AC008735.2,1.744370213583295
MIS18BP1,1.7438736022576222
ATF4,1.7438468987147644
WSB1,1.7438089765237237
UBR5,1.7436632921064756
FNBP4,1.7427043347005338
SASH1,1.741410357199868
ARSJ,1.7400480199196409
PHACTR2,1.7394046300526043
SH3KBP1,1.7392395105124479
KMT2E,1.7389950703893646
UBA6,1.7383823109857985
POLR2J3-1,1.7372356387342052
USP8,1.7368044318202465
FAM129A,1.7365767406648729
PPP1R15B,1.7358336237296044
BIRC2,1.7346948519344778
NIN,1.7346446050313489
TMF1,1.7340869908139211
AMIGO2,1.7332677687126647
DDHD1,1.732019915383944
KDM6B,1.7314795241616139
GALT,1.7304158980425086
VNN2,1.7284398468096356
GCNA,1.7281599862616304
UVRAG,1.7274961140110463
GNG8,1.7272619002284841
GCC2,1.7265927758186308
STN1,1.7263756023931478
AC136475.3,1.7256293075984672
NEMF,1.725151258531696
OTUD7A,1.7248878154028944
TAOK1,1.7242028877374196
LCOR,1.7210106292974388
SLK,1.7198333032747541
RIMKLA,1.7194607328778488
MAP3K20,1.7185448968341461
GBP4,1.7170259550738365
PABPC1,1.716408297387261
EPS15,1.715960025487334
KLHDC1,1.7155701910006655
LINC00663,1.7155527270039101
HOXB-AS1,1.714357607492616
MT-ATP8,1.7140305760090087
PLAC8,1.7119288021438592
PPIAL4G,1.7103510755703155
NDE1,1.7096492988707723
SPPL2A,1.708074105860419
AL035701.1,1.7078946188933628
ATP13A3,1.7073379994123172
SMIM10L1,1.7063307911364518
CEP350,1.7054211325788629
KMT2A,1.7044564868442649
SETD2,1.7036002353723916
ZC3H6,1.703449740652502
FRAT1,1.702998296336375
SLC38A1,1.7026001955928223
WHAMM,1.701580404672086
PRPF38B,1.7012364187975209
TSPAN33,1.7012127174281204
GOLGB1,1.700886902603429
OS9,1.7005256937337663
AL139246.5,1.6998147552611726
TMIGD2,1.6996631095560133
CCDC102B,1.699201623441752
NT5E,1.699053179469331
MDM4,1.6981097341462146
AKAP13,1.6977881855680153
LPGAT1,1.6956955126590856
TCF4,1.6947790597089352
RANBP2,1.6926982374847057
ELF1,1.6923909097281467
CCNL1,1.692153738025013
SBK1,1.691412971955458
CCDC82,1.6905559497091645
TRGC2,1.6900315174088973
AC034111.1,1.689341159807043
UBR4,1.6882915208766462
ZFP36L2,1.6875698931829675
TNRC6B,1.6862214432732117
CXCR4,1.6858212061486029
ZNF222,1.6844455649165866
DGKQ,1.6835595581478628
NBN,1.6801908668429633
PDCD4,1.6797132052449797
TRIM13,1.679426260666105
FAM49A,1.679069160033805
NRP2,1.6772261415492267
PPP1R10,1.6772150809101731
TNIP1,1.677188693385574
ZC3HAV1,1.6761546816431974
SH3GLB1,1.6746223091068941
TRAPPC10,1.67365197504364
GADD45A,1.6733018268130309
UGCG,1.6718310778371688
TRPM7,1.6711969872011423
GFI1,1.6710754200672682
PURA,1.6710392940900647
TIA1,1.6709691380366394
RETREG1,1.670100346915092
ZKSCAN1,1.6693054599138577
SFXN1,1.6690165603831133
ABI3,1.6689097389362928
PHKB,1.6681775907486553
TOB1,1.6678129056781472
PCCA,1.667594408913999
RAB9A,1.6672369624017165
IRF4,1.6671984081741584
TRIM38,1.6666387398380493
FGFR1OP2,1.6649396676702963
DDX3Y,1.663684917174237
SELL,1.6629099828509766
GZMK,1.6618423727170466
MACF1,1.6617275000800191
PCSK7,1.661422068433012
CCNK,1.6592570273428464
ZNF681,1.6592007754734368
PDE9A,1.6573855385440197
NRIP1,1.6567089721231696
CACNB1,1.6565984944235765
RNF157,1.6564730447135503
PPM1K,1.6560440697069225
SMAGP,1.655904009485937
ARHGEF2,1.654190622619808
AD000090.1,1.6520325324718783
SH3BP5,1.6516014850265037
HRH2,1.6509033395483357
ZNF326,1.6484188651434124
TAF3,1.6468392478774376
HYOU1,1.645299132893797
CASC3,1.645057220916783
LYST,1.6445011867906487
RALBP1,1.6440274754208986
ZNF540,1.644001422497297
UBL3,1.6432556008240908
USP9X,1.642231859675121
IDS,1.6415209766022372
APC,1.6411788868372241
BCL3,1.6408075653832839
MAP3K13,1.6405662854427874
YPEL5,1.6402295679881718
CTSL,1.6378777051485827
ADD1,1.6374279081159102
MCPH1,1.637170353235092
RAB8B,1.635749377134971
DOCK2,1.6354983006284556
ZNF853,1.6338458173174217
RSF1,1.633270371904814
CHST11,1.6329497713813907
CLK1,1.6322556372762165
KLF6,1.6312589156883632
TCEAL2,1.6310357147061723
NCF4,1.6306162925593526
NFKBIA,1.6305984375277376
SMNDC1,1.6288427980916822
CD101,1.6280105138682188
TIMD4,1.6269770818602183
TFPI,1.6267673481778502
CCSER2,1.6266505794312707
BBX,1.6264421653896761
TDG,1.6261525346556027
CNTRL,1.6259779345676861
PRR14L,1.6257064748834864
ZBTB20,1.624991641582369
EPC2,1.624875030844919
AGO3,1.624822887832238
YPEL3,1.6241135848506474
ITGA4,1.6237904561811547
UBE2J1,1.6237321508124296
PRKAR2A,1.6235663992357559
SAMD9L,1.6234448902152963
RNF115,1.6226903966227155
PIP4K2A,1.6224320516962507
JUN,1.6217993831423883
BTG2,1.6216614411724777
OFD1,1.6215132286091603
FAM177A1,1.6214214253050159
KLRC4,1.6212643174549157
AC114760.2,1.6208884049247558
NUDT7,1.6207012490928605
FMNL3,1.6191048534598167
COL6A2,1.6188886317629567
SOCS3,1.6186513463097185
RWDD3,1.6175756302735635
SLC6A6,1.617425216414972
PHIP,1.6161557710698844
FAM3C,1.6159160712206813
IL10RA,1.6152644415712984
ZSCAN18,1.6146022392926511
SPART,1.6142059384138747
LDLRAP1,1.6141369693124261
AL162457.1,1.613863075629979
TACC1,1.6127688453825613
CACNA2D2,1.6124809458200957
MED1,1.611701177695636
SLFN5,1.6092128499268483
SMC4,1.608263057050408
KIAA1109,1.6082505743291904
TBL1XR1,1.6076713128610436
HIST1H2BH,1.6075988855271248
MDM2,1.606910814921548
TUBA1A,1.6064595408481637
DYNLT1,1.6060299140254983
FDXR,1.6059622179645316
PPP3CA,1.605810281335721
FAM84B,1.6057213603426135
AFDN,1.605693354580012
PHC3,1.6052561433191386
SERPINB9,1.6051733465353664
SMAD5,1.6046438579429605
JOSD1,1.6038000891923048
ATP6V1B2,1.6037984599520883
ZNF644,1.6030734052064872
PDK1,1.6030022160477984
CD46,1.600753041142184
NUF2,1.6005476513038275
IER5,1.5989343560635234
RIOK3,1.597233229777089
TPR,1.5971060324279733
PSMD6-AS1,1.5970531055530728
SHPRH,1.5966781437057307
CTSB,1.5964317887899426
GPR174,1.5953803457305185
C14orf132,1.5938523915477276
CDK13,1.5936671217370986
TNFRSF4,1.5935929245213032
GIMAP5,1.5932222323314704
KMT5B,1.5931957805042885
ZNF823,1.5925757733849082
GPR157,1.5908703601478464
STK17A,1.5908502929884207
ILK,1.5902323192835865
AL022323.4,1.5898518264909853
HMGCS1,1.5896592201714839
RAB5A,1.5894790897640405
CTCF,1.5893724336017385
CHMP3,1.5891629134962386
HSPA1A,1.5883546967996836
B4GALT5,1.5870618661034541
ATF7IP,1.5854043503367166
RAB11FIP4,1.5853692551237941
TUT4,1.5849072536158246
ZEB1,1.5847561968881791
WIPF2,1.5843420549601888
NFAT5,1.5836333840151156
MHENCR,1.5835397559303601
IL6R,1.5835043276769767
TBC1D13,1.582512467251604
GABPB1-AS1,1.5811951451403274
TMEM87A,1.5790662881407798
AQR,1.5782402164126097
TGFBR1,1.5782381622939283
PURB,1.5780133153028828
AC105285.1,1.5780094902911515
TENT2,1.5757498345251406
THUMPD3-AS1,1.575074345497228
KATNBL1,1.5743195358863886
KLRG1,1.5741051227498701
HIPK1,1.573413353529645
SLFN13,1.5732122759157505
RYBP,1.5731785519634514
MTRNR2L10,1.5730399779570234
AGO2,1.5730268631992885
ZNRF2,1.5721731398734846
TMEM245,1.5721017197470246
MAF,1.5720613582395515
KLF12,1.5713410637983998
EPM2AIP1,1.5709318201534188
AFF1,1.5694112983018158
FAAP24,1.568548515582222
AFTPH,1.5680532098351705
CAMK2N1,1.5675076613756005
CXCL11,1.5659698594648717
ITGB1,1.5657181679166854
YTHDC1,1.5652509179263916
THOC2,1.5651783917360262
INO80D,1.5643896101623795
UBXN7,1.5643678049025311
RASSF4,1.5641282630624573
PLEKHF2,1.5633674491047032
VCL,1.563129645365052
OGFRL1,1.5621266034120254
ITGA6,1.5617708839747593
ETV3,1.5609955740642363
HOMER2,1.5605379796256784
PPP2R5C,1.5600137053345406
CNOT6L,1.558903059164436
OTUD6B-AS1,1.5588859941784676
RPS6KB1,1.558816154143301
CEBPG,1.5584800687252027
MSI2,1.5580761973906192
SPG11,1.5578083719163942
MICU1,1.557530117839633
KIAA1551,1.55647619694696
MTRNR2L8,1.555188738561128
LINC01353,1.5543789562814254
CMC1,1.5539096546591509
DNAJC28,1.5529741232757601
MAP3K10,1.5525594988861258
SSH1,1.5522067902722938
CSNK1G3,1.5518304125262148
FBXW7,1.5513767683158903
LPP,1.551376610306761
MIA3,1.55117688676728
C6orf48,1.5507952947199328
STAG1,1.5507793357978699
GTF2A1,1.5507410975885705
DCBLD1,1.5503556880289011
LINC01943,1.5499863263908509
DISP1,1.5490637888689207
ZNF430,1.548783364476094
CCR4,1.5480052671922095
PNPLA8,1.5475826531022676
WIPF1,1.5474120032425844
TTC14,1.5472481477754627
KIF1B,1.5469002116726642
CASP8,1.54685596911645
MAP3K4,1.5459572131887853
OR2B11,1.545322564163996
MBP,1.5449220953825034
YARS,1.544888123419696
SPATS2,1.5445531440655031
CEP135,1.542216347051749
ALDH2,1.5415337476130162
ZBTB1,1.54094721772492
SUGP2,1.540687924743679
GGA1,1.5395377762912403
TLK1,1.5393682324954625
EEA1,1.5381667310759894
ZNF846,1.5371747364777661
TMEM30A,1.5369341018580371
LIMS1,1.5367569399629133
TRAV17,1.5363267139019854
ZMYM2,1.5354216384720303
RHOF,1.535332205304826
APOL6,1.534135444159233
TOR1AIP2,1.533905698885178
IRS1,1.5335377136201487
CDKN1B,1.5332068245061237
NFKB2,1.531330782113514
PPTC7,1.5303293202517807
LRCH3,1.5302988244898188
SLC2A6,1.5302389390298003
SAP30BP,1.5293687827545455
NFATC2IP,1.5286716464759138
SDCCAG8,1.5284057171112408
CD86,1.527696730147909
PIM1,1.527176090066746
CNPY4,1.5271354124096206
TRIM33,1.527060585393201
PHF21A,1.5264626788477926
GLIPR1,1.5262215569164255
LTN1,1.5258119972531858
HMGB2,1.5241626979611738
PJA2,1.522602357808978
SPTY2D1,1.5223212595678888
TROVE2,1.5220753973626415
ANKRD28,1.5211782215262701
PREX1,1.5193397853064425
BTN2A2,1.5169268278923482
MAP3K1,1.5166741712945395
PTK2B,1.5155638411426935
ARAP2,1.515411836360272
FEM1B,1.5150555257736187
USP24,1.513057342324032
HERC1,1.512920980445415
SAMD9,1.5125946915933355
REPIN1,1.5123883316704223
TTC37,1.5117446024775063
SOS1,1.5105461032314906
REV1,1.509133343606095
ABHD1,1.506909484567359
COPZ2,1.5060000469363217
GRIP1,1.505762827647061
OSER1,1.5047478002213666
TRBV6-2,1.503990086443082
IFIH1,1.503607606344076
IL15,1.503577110582114
MAP3K8,1.5032255402693409
ZNF281,1.5029325913435514
RTF1,1.5028618032536087
UPF3A,1.502680092754872
GK,1.5022960734292212
DLEU2,1.501208869751622
ITM2C,1.5009479966790877
NT5C3A,1.499653585891565
CLIC5,1.4995783897960564
DENND2C,1.4995610713326073
CCDC28B,1.4986924163578124
LEPROTL1,1.4985731194651635
DENND1B,1.4981991118560245
ERC1,1.4976598266975998
DNM2,1.4974403520169517
ZFX,1.4972673320203285
ZNF394,1.495566679761282
JAK2,1.4945318779732588
CENPK,1.4944423738836008
LINC01137,1.4943089198417283
LAMP3,1.4942675286998792
NFKBID,1.493304147038316
BAZ2B,1.4922062996076875
RORA,1.4905799116394292
TRIM24,1.4904166882088248
SNX9,1.4894902806835262
PRKCH,1.4883637387462727
CIR1,1.4877684552011488
RRBP1,1.487332033985922
NOG,1.4862933819309205
ST3GAL5,1.4843951182989485
DZIP3,1.4839580089648052
ZNF431,1.483843666437565
MSL1,1.4824154219174943
OTULIN,1.482377183708195
TRA2A,1.481215184571056
TSPYL1,1.48093329628432
HCG18,1.4805858342089095
SPECC1,1.4794829304861423
NCBP3,1.4794740819748995
AC011773.4,1.4785163731091302
ATP5S,1.4781671884661591
RALGAPA1,1.4769727974575062
RAB3IP,1.475250181929482
RB1,1.4748213451524634
XBP1,1.4739018900288556
GSK3B,1.473583975660631
TNRC6A,1.471546131919581
RUNX1,1.4713043779516966
STX1B,1.470985606641591
RB1CC1,1.4707333329582752
TLK2,1.4702438206755915
REV3L,1.469769477269324
C6orf106,1.469508288178531
LBH,1.469048121734886
PARP8,1.466464400310997
PCNX4,1.466413205353092
CCDC186,1.4661452218697377
LRRC6,1.465892814121105
CASC4,1.4646831633959891
FAM229B,1.4642836523534015
MARCKSL1,1.464158257068334
EXOC5,1.4638787389185381
CTLA4,1.4638056534025168
MED29,1.4628809112667795
CASZ1,1.4626306248059109
UPF3B,1.4620379325617705
PCF11-AS1,1.4619463874543044
NCOA7,1.4595020440450526
DENND4A,1.459226002096102
SNHG12,1.4591970864254336
AL353708.3,1.458684840526928
CNOT6,1.4584778288686948
FSIP1,1.4582542074736011
CCNL2,1.4581970466458642
MBD5,1.4577193850478807
TRIM22,1.457399100542716
FOXP3,1.4570546340120671
F2R,1.456587565654445
ARRDC2,1.4563887901697399
BCAP29,1.4554412094211102
HELZ,1.4549466408462877
USP3,1.4546064471908267
NCOA2,1.4534322813507288
PPP6R3,1.4525848783900983
MARF1,1.4524440922558597
MADCAM1,1.4518986224543937
AKT3,1.4511226619072204
BRD1,1.449327046161443
BTAF1,1.449005655592373
CDKN2AIP,1.4489682074287202
MBNL2,1.4487841267930435
MKLN1,1.4483161037519494
RAB30-AS1,1.4468894393231722
OXSR1,1.4458521093890795
DUSP1,1.445721277829989
EAF1,1.4454509242096947
GADD45B,1.4450162410948906
TGIF1,1.4414389144067172
AEBP2,1.4411478615904798
ELF2,1.441051634030714
PCMTD1,1.440247683580651
SYAP1,1.4401704171164056
RNF111,1.4396654199390468
MGA,1.439620861364574
TBC1D1,1.438744542733275
STRN,1.43765064553088
CCNT2,1.4367713247261236
SEL1L,1.4356685790124857
SKIL,1.4344749780494794
ZBTB44,1.4342096807213238
CXorf38,1.4339963683967198
ADAP1,1.4331494394634774
CUX1,1.4326227950353996
STIM2,1.4320424275033474
OGA,1.4318126822292925
MYO9A,1.431639978250928
ZNF580,1.4306682221055098
GTF3C4,1.4301569045629776
NCKAP1L,1.4301316231022838
HERC4,1.4300327093873193
C16orf72,1.4299510186674524
LMNA,1.42991706561304
ZNF791,1.4297541392922994
RC3H2,1.429533084520358
PLEKHA2,1.4281870047475422
DNAJB1,1.4270801507965416
SIK3,1.4260096389452883
DLGAP1-AS1,1.4256609127968431
SLC4A7,1.4248523800820294
RC3H1,1.423886154256138
HIVEP2,1.4226396202348042
BRD8,1.4223152274922768
LAMP1,1.4203623926628097
MARK3,1.4202628469113279
CCDC66,1.4200449523219731
TMEM173,1.4196894605145616
BTN3A2,1.419487654122804
NUS1,1.4194222383432589
KIN,1.4180745784791497
MAPK1,1.4177454454627423
CCDC168,1.4177163416050576
GRIPAP1,1.4175106438965486
BRWD1,1.417306970128834
ADNP,1.4171156210732079
LGALS8,1.4146686916963063
GBP3,1.414549710821916
PSPC1,1.4141736490940957
BCL2L11,1.4137509746731212
WDR48,1.4129672493916132
STK10,1.4129084699955001
BRAF,1.4125349364137492
UTP23,1.4121301170243896
BSDC1,1.411773174401219
TERF2,1.411652455426406
NF1,1.4110385899589346
B4GALT1,1.4101110763697307
RAB35,1.4091876710178894
ELL2,1.4089141572150083
IST1,1.4080740226743274
FOXJ3,1.406996874439642
SECISBP2L,1.4068905342955986
ARFGAP3,1.4063839570269465
GPATCH11,1.4062820411385246
PCNT,1.4038771421900265
HERPUD2,1.4036004682045586
NFATC3,1.4032166640294008
NLRC5,1.4028759963465518
FBXO11,1.402259602733011
IGF1R,1.4021912850894296
IL2RA,1.4020839961585096
OARD1,1.4016763910366308
LPIN1,1.4009802028127751
TSHZ2,1.4009693246784138
FEZ2,1.4006368489747274
PWWP2A,1.4003909867694802
DMXL1,1.3986328191873554
INSIG1,1.398071570759953
SERPINB6,1.3980535577192086
MAPK14,1.3979728150541177
CD40LG,1.396937165738521
BAD,1.394727939574068
N4BP2L1,1.3943691008413452
GFPT1,1.3935850595415786
TULP4,1.393152904572844
ARHGAP25,1.3926289462999648
ATXN3,1.3924262205870264
ZBTB43,1.3920253514259002
NFX1,1.3918591258218385
SORL1,1.3913860464886056
SPG7,1.3909094909545274
HMGN5,1.3901750365885732
BATF,1.3882513721469536
SC5D,1.3878690792878388
P2RY10,1.387740459856559
CHD3,1.3852592424985914
MIR4435-2HG,1.3849944191978238
WWC3,1.384962501353698
DMTF1,1.3842562005455648
CARD8,1.3837881775044707
ZNF91,1.382679427443918
ARMC8,1.3826124315730794
KDM6A,1.3823980131845701
DNAJC1,1.3818459292866692
TPGS1,1.3817527039003608
CLDN15,1.3815828957182248
ICOS,1.3814969810017175
MTMR9,1.3811133989630662
ODF2L,1.380799434823075
POLK,1.380785846037952
ARFGEF1,1.379114899495221
TBK1,1.377720784947087
ZNF506,1.3772121535597535
PPWD1,1.3769800381487585
CEP162,1.376682822976477
PRKCB,1.3743912165737129
USP9Y,1.3733532546031029
CTDSPL2,1.372143378699775
PNPLA2,1.371962458246685
JADE1,1.3719412850233539
RHOH,1.3718866138646035
BARD1,1.3716470720245297
STK40,1.37144229219291
PHRF1,1.370285981384427
G6PD,1.3699263526060577
RPS6KC1,1.3694540633184715
IDO1,1.369277093093615
ZSWIM7,1.368420999630871
CSNK1D,1.368259830318948
CWC25,1.3675274580044743
FADS3,1.3670319413748757
PDS5B,1.3664324547381739
MAN1A1,1.3662564325680933
TRIM52,1.3656880737298707
AKAP11,1.3655746231750072
RUFY1,1.3653221245863278
LYSMD3,1.3648218676828492
FAM118A,1.3641399002806338
SUPT20H,1.3632597894302307
KIAA0232,1.3628162578041838
EIF4EBP2,1.362632651195895
PDZD8,1.3624114384148243
GOLIM4,1.3617209385196247
GTF3C1,1.3614181930278164
EPHA1-AS1,1.3613565312760443
MEF2A,1.3606698617912798
ST8SIA4,1.3605075864154514
MAPKAPK2,1.3599954788272726
LMBR1L,1.35835344795521
KAT7,1.3578437105039711
TOPORS,1.3575999024174052
TUT7,1.356136105843234
CRIP1,1.35557043316021
HERC2,1.3553375277035684
SACM1L,1.3551962675419418
EIF4G3,1.355186945003311
VEZF1,1.3543226350658415
ITPR2,1.3540538615368405
ACSL3,1.3537451116981174
FAM13B,1.352667963463432
FRMD4B,1.352139265337371
MACO1,1.3520784314018783
RBM23,1.3515287176409174
NRBF2,1.350697747629738
TFDP2,1.3503215278927883
TRIM8,1.349282933885661
IRF2BP2,1.348968179700023
ZHX1,1.3489190388607994
NT5C2,1.3484236802403302
PPCS,1.348145426163569
RAB11FIP1,1.3467996318482278
R3HDM2,1.3446102879129285
SMAD3,1.3433871392427363
SUCO,1.3425722861627492
SESN3,1.3423181099522452
ATE1,1.341852870596881
ITGA1,1.341847656295613
ATP6V1D,1.3413328625522354
ARID2,1.340448327446211
OTULINL,1.3396810917030848
MECP2,1.3370814689183135
ZCCHC8,1.337061085740629
PIKFYVE,1.3363494126220985
ATG12,1.3362724621761117
KIR2DL3,1.3361019911013727
KRIT1,1.3355462522176822
ARL4A,1.3355070659536068
RFC1,1.335250143109306
SETD5,1.3346263230666864
MAP2K7,1.3339882822024265
NMRK1,1.3339010611630329
DHX38,1.3338307471004782
SPTLC2,1.3334854971528785
TTC17,1.3331465675704521
GOPC,1.3324013965165022
IQCG,1.332114609946757
CLOCK,1.3313669107467376
CRLF2,1.3312239124846883
MIR22HG,1.331079966167863
ARL3,1.3307364543206859
GPS2,1.3295093554222603
TBC1D15,1.329296359115915
CYB561,1.3273694377836591
FMR1,1.3265646972879495
CARD19,1.3264011578390864
ZCCHC17,1.3250218171445454
CDK5RAP2,1.324934754114281
EZH1,1.3245330949075083
LATS1,1.3235475919678379
R3HCC1L,1.323433746390151
DAAM1,1.3234040406738359
AL031663.3,1.3232726480182464
TBX19,1.3228383766322622
AGO4,1.3222399084134508
TBC1D10A,1.321981089459598
HAUS3,1.321781602933811
TNRC18,1.3207242848448573
RFFL,1.3201911620424767
ERAP1,1.3192589081793926
MICAL2,1.3187125916147124
DDX52,1.3183767432103082
VPS26A,1.3181076536630485
A2M,1.3179697906977026
SLC9A9,1.3166659783669843
KIAA0319L,1.3165712518939472
ARL8A,1.3156833985962066
