,score
ATP13A3,5.063890267114914
CTSL,4.857874054628496
SOCS3,4.800849510320518
ATP6V1B2,4.756796495222829
CTSB,4.734947268876397
TNFRSF4,4.726527320896224
IL6R,4.696604981332285
MAF,4.6626656315485775
ITGB1,4.643852004868052
LINC01943,4.597192046960544
CCR4,4.591316311518568
LIMS1,4.557954262060662
GK,4.455744830362676
CTLA4,4.341583918219044
FOXP3,4.321560688257449
LMNA,4.241071840392351
TMEM173,4.210737208391009
IL2RA,4.158520166638681
TSHZ2,4.1552140994973
CD40LG,4.143254891409498
BATF,4.117493205296
ICOS,4.097459974856321
FRMD4B,4.0103862667396015
RAB11FIP1,3.9945491459908453
SESN3,3.9812571469146576
TIGIT,3.8870962818061514
DDIT4,3.8317368170992836
CREM,3.828953047654238
CORO1B,3.8278270847353326
PDE4B,3.824803303816253
SAMHD1,3.8174934089034878
RGS1,3.7782406232864787
MMP19,3.7703870660196515
AP3M2,3.7664164216528206
JAKMIP2,3.74269869688969
LIMA1,3.7061701324164034
IPCEF1,3.661215028738752
GALM,3.6589251465409376
LGALS9,3.6435819130394123
HPSE,3.633306876374519
CD4,3.620612405863895
CD28,3.6171181479076466
SPATS2L,3.612765212537667
ITM2A,3.608981168000554
PICALM,3.596058959329909
PPBP,3.5798375020256685
GPR68,3.573708345377682
LINC00513,3.537331833628002
CRYBG1,3.491095305053946
GLRX,3.478444018425961
ASB2,3.478202415966777
EIF4E3,3.4769746299982813
ZC3H12D,3.467844420790499
KDM7A,3.4149473465284075
CCL2,3.4107866930779664
TSPAN5,3.407528810058267
ZC2HC1A,3.3989884017738916
DUSP16,3.3970078525459257
AC078883.3,3.3694031237781275
ANKRD36,3.339946715579501
CCL20,3.3373227265002186
AC017002.3,3.3275022570209956
SGK1,3.3097193614339773
OPTN,3.300922349973291
FAM110A,3.2995897862684984
PLCL1,3.299264770730744
FAS,3.2974894585871084
BMPR2,3.296871019931004
HSPB1,3.29383564754869
MFHAS1,3.285093411433877
MT1F,3.2799940767450266
RTKN2,3.279241768052742
FAAH2,3.2660602288026723
RPS6KA5,3.254625363963541
LGMN,3.2534855367454725
PTGER4,3.2437462075088916
F5,3.240437412964397
OR7C1,3.237520682617543
PIM2,3.2332159313692443
HACD4,3.2235402415386574
HOXB3,3.22255360346216
FNIP2,3.2013050876515905
FRA10AC1,3.1740528757362796
OR4D9,3.153273700544915
DGKH,3.1512108746563428
AC022182.2,3.1383845796618743
STIM1,3.116527852956878
AL157938.3,3.1147107206321607
TBC1D4,3.100605273577216
ZNF223,3.0900886344531386
FAM184A,3.0842722200288932
PPP5D1,3.078683316481076
TGM2,3.063719873863178
AC009118.3,3.0489796237334446
USP18,3.0478629794418453
RASGRP1,3.03365889130761
TNFRSF25,3.02790384345343
TCF19,3.027521552450281
OCSTAMP,2.992888987708426
PHF10,2.9906031966152824
CEACAM1,2.9852797603038965
SKAP1,2.978040096021317
KCNK12,2.97385171397255
FCGR1A,2.9734530585507173
MAST4,2.9699197078165014
TRAV13-2,2.9689748899210855
IL13,2.964630136760448
TSC1,2.9615058964933354
EIF5A2,2.9536602941522574
BTN2A1,2.9517183831350735
ZNF654,2.951207676901973
AC003681.1,2.937182006388113
GALNT6,2.937138140654696
ZNF331,2.935041676794384
NEDD9,2.9310428492620417
AP003774.4,2.93014485178675
C5AR2,2.927508134826269
SLC37A3,2.9267267338341014
SMIM1,2.9226719945379216
ICA1,2.9156166572491315
CCR6,2.9112162196082494
IL1R1,2.9089613390837314
AC124016.1,2.8827241756940225
HSDL1,2.8826509903771296
ABCD4,2.881603667581345
CBR4,2.879259464604843
TRAV20,2.8789949065027827
SPIN1,2.8756690656888253
VPS54,2.874123764541139
AC089998.1,2.872353907203731
CEMIP2,2.871499093611078
TSPYL2,2.870860426715211
GPR15,2.8696051394319824
ZNF396,2.8646985412298562
NMNAT1,2.8613924740884755
TLR4,2.856638155893549
GPR155,2.855983124578998
LRRC32,2.850330354341594
ZNF599,2.846929282658408
HS3ST3B1,2.846778820919951
UCP3,2.8450680573166807
ZBTB18,2.8440750552995837
PIP4P2,2.8396002959238444
FHIT,2.836602879901534
ARID4A,2.8325242758281064
KRT1,2.8317201464766555
ITK,2.827518809263097
SNAPC1,2.820960995759023
LRRC1,2.8205823412933597
IGFBP4,2.819742301134241
CNOT10,2.807847187019618
CPA5,2.807393983535505
HSPA2,2.800257051436887
ANKS1B,2.7948417925539957
FBXL2,2.7899947426531924
GMCL1,2.787511442117875
CD93,2.781981405020602
ZNF805,2.776815248955458
SNTB2,2.7761068059965908
ZSWIM3,2.7679170962959603
EXT1,2.7546662355500757
ZNF821,2.7511819780719122
ZFP30,2.750459443530289
C12orf60,2.749853960038976
PPARG,2.7428149871688703
PLEKHF1,2.73904480693092
ZNF827,2.7388109321138927
MR1,2.737931799176806
ANKRD27,2.737849295232607
IL1R2,2.7304223492695314
APTR,2.724863901723154
SPON2,2.7221778642230277
LINC01550,2.719096807838554
PASK,2.7173083132465337
RFXAP,2.7118321423607625
AC048341.1,2.7116819079058985
SMPD3,2.7105452626581297
LCA5L,2.704605205959382
PEX11A,2.7021139504983154
TAF4B,2.7004504618823546
ZBTB32,2.6848590346974532
CYP2R1,2.680899754510264
CUBN,2.6795655998203216
EEF1A2,2.6795246887736113
TM4SF19,2.673968968630348
NIPAL3,2.66982058849392
ENPP3,2.664247822081194
ARIH2OS,2.662855937358671
CHST14,2.6596007817420855
PIWIL2,2.6570602057413737
ISG15,2.650228970075119
LIF,2.6395789154820477
HPGD,2.638741602726043
TNIK,2.6373240349575298
BCAS3,2.623677473476519
AC005837.1,2.613548352878226
BCO2,2.6132953862394004
CCL7,2.600536594472004
HDAC10,2.5930678283278468
LINC00672,2.5907995380713515
CDCA7,2.580690191145635
CCDC62,2.578955108197931
NAP1L5,2.574067601817603
ANKRD36C,2.560976294153889
VMAC,2.554833955057518
DBP,2.552872952218536
TK1,2.5435511429419932
TTC28,2.5430954393383587
AL441992.1,2.539025472041459
CENPE,2.5065502831627953
RBM34,2.5048354284548537
LINC00649,2.5022373497051547
STAMBPL1,2.4975280336616095
CSGALNACT1,2.4949990491241323
SERAC1,2.4937837637532425
AFAP1,2.4847228760412747
ZNF69,2.4816518201348856
DPY19L1,2.4755549377570816
COQ8B,2.4517615275575366
LDOC1,2.447154943697953
ZFYVE28,2.445247352503287
KLRC3,2.4211846112462325
DLGAP3,2.4059859301097504
AL592148.3,2.399162649369245
ATP8B2,2.3961418231368725
ZDBF2,2.388929887452619
DHRS1,2.3876352801078298
SCIN,2.38001559765803
AC243965.1,2.3631779745336132
FAM227B,2.343941600370414
NCKAP1,2.3301193486721417
ZSCAN21,2.3150147629430933
PDGFRB,2.299904722407817
LZTS3,2.241746032971591
SYCP3,2.2275471723599907
SYCP2,2.205368384803947
AKAP5,2.172359988616492
ACOD1,2.128201513931728
NEFM,1.9345458923580594
