"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"mSp_rep7_003",0.000472394317025167,0,0.00189251527605439,0,0.0292519896135231,0,0,0.0255468032339993,0.00843657976979015,0,0,0.00451010660287044,0.00676659851674403,0.00159202832252382,0.00448318848062803,0.000722448284649297,0.000641765728945922,0,0.00100701247871116,0.00351325822210099
"mSp_rep7_066",0.00060397383120783,0.000141843195468432,0.00141263159995848,0,0.0235889949412186,0,0,0.0244155614268564,0.0111184049843529,0.00125164285909029,0,0.00462661100557751,0.00940508144232192,0.0050706779732002,0,0.00451072575499853,0.00268925119090222,5.48924886852733e-05,0,0.00511276761434823
"mSp_rep7_316",0.00616668831791581,0.023628513010559,0.0179465141996259,0,0.00178947029429679,0,0.00278052013080082,0.018544003838806,0,0.0304091282513039,0,0.00027414823816358,0,0.00136549955633213,0.000580622905425022,0.00269315422236197,0.00408376131713179,0,0,0
"mSp_rep7_133",0.00332403594262029,0,0,0,0.0161251486910477,0.00966462956028152,0.00179495729157903,0.0235333946375574,0.014990586837784,0.00135694561466758,0.00265985237234314,0.00635958890000533,0.00601620199873907,0.00133822868144472,0.0115655953955607,0.00466621591608872,0,0.00527285949030269,0,0.000908557692208242
"mSp_rep7_121",0,0,0.00175574995734336,0.000412859454130371,0.0297468549031728,0,0.000994188961586334,0.0251538494825367,0.00686340853752323,0.00120294812895582,0,0.00731652782465407,0.00757721483930502,0.00525663753962027,0,0.000400605461462284,0.000656937528194286,0,0,0
"mSp_rep7_233",0,0.0292392178997692,0,0.0013535390292419,0.00304236195927289,0.00156040574541778,0.00320969435062832,0.0106050545924794,0.00193609092024797,0.0179059615550547,0.00278678512859969,0.00808613680414706,0,0.00727678405572267,0.020413117207151,0,0,0,0,0.000744491732756359
"mSp_rep7_021",0.00368970232079465,0.0262571377507005,0,0.000545425836109929,0.001144808763915,0.000961425894564398,0,0.0221966149129736,0,0.0218188162790429,0,0.000563970803053757,0,0.00388911272815982,0.0133024341490254,0.00345268541879941,0,0.00375206899513426,0,0.00108627479401108
"mSp_rep7_183",0.00134385474987799,0,0.00180707158352053,0.00121238507502586,0.0206723310229812,0,0.00100118528103859,0.0265828981687698,0.0204496070770376,0.00151877175471293,0,0.00655453120239361,0.00202723291888285,0.000434758582631701,0.004038935158824,0,0,0,0,0.00114701351311312
"mSp_rep7_369",0.000811768987397405,0.00178976165637488,0.00141346135537232,0,0.0304923437607363,0.00292245912415388,0.0016912180212013,0.0226852998619197,0.00698429897873204,0,0,0.00335724106667389,0.00565836094100873,0.000304386382333561,0,0.000574174023395549,0,0.000672660125570159,7.73205806277653e-05,0.00434494336555765
"mSp_rep7_269",0.00612684113430174,0,0,0,0.0251290444312113,0.00392850485285446,0,0.0304460830966176,0.0115214374307685,0,0,0.00245927676022039,0.00350075910915335,0,0.000451432979618057,0,0.00156598771957577,0.00111751328427972,0.000632811666162552,0.0032011819903389
"mSp_rep7_165",0.00285141249807353,0.00663178923265966,0.00233413049923192,0.00110752843020395,0.0307123924938573,0.00351027857626935,0.00328430185307992,0.0153075240890579,0.00375840253987808,0,0.0049601117106571,0.000505107789103975,0.00638560186025281,0.00348517330735515,0,0.00300193853812725,0,0.00164037638040597,0.000715970474919416,0.00228918982815102
"mSp_rep7_210",0.020221423559926,0.00397580641010263,0,0.000100404668715526,0.0339054295392992,0.00119622222303226,0.00367877221775504,0.00968181599703446,9.11000265424254e-05,0,0.00380174591101175,0.00471915984274675,0.00445030110067442,0.00475344034903891,0,0.0074629031833912,0.000657221716143425,0.00353232310100977,0,0
"mSp_rep7_120",0.00121078959551251,0.000997429934536893,0.000233791935941715,0,0.0296305239806945,0.000811631481766752,0.000420459586530248,0.0148424353075375,0,0.000411491478285629,0.00571681944426356,0.00619655007499914,0.0112962595767475,0.00357393413059804,0.00792137174516674,0.00569713241311241,0.000889247799162357,0.00556334683482386,0,0.00168177018073913
"mSp_rep7_153",0.0020383945595807,0.000971311239348011,0.00598345084337111,0.00160971164621684,0.0329851971819962,0.00201170319653516,0,0.0205080615398449,0.00223885679855584,0.00146216147285868,0.00191778793099966,0.00147325961775342,0.00402266030178724,0.00355099860951964,0,0.00230399756611762,0.000205916901596691,0.000979865593669728,0.00313913912000695,0.00505781943686799
"mSp_rep7_170",0,0.00271938449377827,0,0,0.0268662078349727,0,0.00374290303181401,0.0276026498344435,0.00992658332162534,0,0,0.00421623071082359,0,5.46911446192939e-05,0.00327113419229488,0,0,0,0.00235327235390225,0.000522955999359503
"mSp_rep7_335",0.00243581940319082,0.0333291380164272,0,0,0,0.00185282066960651,0,0.0234867934449727,0.00257234442448785,0.0167936524311328,0,0.000847329214391084,0,0.00844978314388312,0.0121738157431703,0,0,0,0.00150576643568283,0.00507509311008006
"mSp_rep7_139",0.00313180016973976,0.0358051164806425,0,0,0,0.000461785238012425,0.00117792758830592,0.0216959278742026,0,0.0164851884181052,0,0.00339066455335059,0.00327536007151278,0.00468178259758158,0.009846628533085,0,0,0.000529971222418052,0,0.00321270322294542
"mSp_rep7_192",0.00565502139379607,0.00145655885746257,0,0.00201151522013397,0.0236930828444846,0.00540754999558637,0.0023396536943888,0.017235125215615,0,0.00371722517382913,0.00226852780606198,0,0.0138605623023695,0.00171554804323636,0.00430685862737608,0.0349334824315702,0.000292373408470725,0.000433115818968216,0,0.00850453540190295
"mSp_rep7_259",0.00347530133174437,0.0243217389031626,0.0145478379602011,0.00134301817988713,0,0.00128344200314012,0,0.0196385633786462,5.86240868374866e-05,0.0388970373001486,0,0.00113106876865298,0.00219359178014996,0.00870443034494205,0,0,0,0,0,0.000816715950100769
"mSp_rep7_176",0.00124766992488867,0.0216044081434324,0.0164263031953054,0,0.000410813206490987,0,0.00562012891149971,0.0217972359664347,3.15407998411314e-05,0.0317859853438531,0,0.00143187395748282,0,0.0075188379164346,0,0,0.000712478286791131,0.000138744419720325,0.000591726786119555,0.0027373464663032
"mSp_rep7_049",0.00258987774388448,0,0,0,0.0279019396451033,0,0,0.0270326602826354,0.0136642996749306,0.00144021446359084,0,0.00344058302275188,0,0.00291982481641666,0,0,0,0,0.000614376115474891,0
