"","V1","V2","V3","V4","V5","V6","V7","V8"
"mSp_rep7_033",0.000953006481986932,0.00380384273352988,6.95694768884718e-05,0.000184296962906652,0.0060416620523892,0,8.98322590246581e-07,0.0345909260635107
"mSp_rep7_311",0.00110933566252011,0,0,0,0.000192982239288464,0.00167647984161444,0.00128753019694371,0.0387737330324575
"mSp_rep7_063",0,0,0,0.112340532816202,0.000428820374033805,0,0,0
"mSp_rep7_290",0,0.000825571225555783,0.00168010995794868,0.128552367437739,0.000428820374033805,0.000431274332286975,0,9.6538462941637e-05
"mSp_rep7_356",0.0132880521996763,0,0,0,0,0.152739275227357,0,0
"mSp_rep7_235",8.14041542000357e-09,0,0.00132831286510035,0,0,0.002157726112527,0.000767619032419923,0.0411156097527163
"mSp_rep7_271",8.26679142148952e-05,0,0,0.106089953801214,0.00357322831226238,0,0,0
"mSp_rep7_012",0.000403616966857713,0.000769467883026107,0.00271125859436389,0,0.00563277584608967,0.00172957882950537,8.98322590246581e-07,0.0393411666136821
"mSp_rep7_116",1.48034816106721e-05,0,0.00511120233130267,0,0.00580880672371897,0,0.000262184676750794,0.0339461731457101
"mSp_rep7_254",0.00273973075465624,0,0.00189322447890313,0,0,0.000284485843606046,8.98322590246581e-07,0.0405996781994086
"mSp_rep7_215",5.98849541368693e-05,0,0,0.00194740003104155,0,0.00188266023320734,0.00393393287584968,0.0547049160035406
"mSp_rep7_167",0,0.00163188830205917,0.0107443560229347,0,0,0.0009080025991729,0.0139049601166479,0.025401906852968
"mSp_rep7_067",0.000364037862511623,0.000610181161152859,0,0.000494561035092415,0.0453531586178025,0,0.000329463161530936,0.000339154422486212
"mSp_rep7_174",0.00240000171709647,0,0,0,0.043434356172926,0,0,0.00582741310375373
"mSp_rep7_194",8.14041542000357e-09,0.00178908617317946,0,0.00108609749620299,0.000485177400976625,0.00363027742368658,0.00135127893869772,0.035447719971678
"mSp_rep7_313",8.14041542000357e-09,0.000497797725098931,0.00165402674892315,0.00152258883740583,0.00111828615015199,0,8.98322590246581e-07,0.0372207395416771
